dist,ttc,heading_err,approach_speed,ammo,mines,threat_density,threat_angle,fire,drop_mine
43.41444119335052,0.6539149585760231,-61.691065298621,66.3915706835803,0,0,12.6,-61.691065298621,0.0,0.0
45.81209823456864,1.7192656890739748,-56.54571624389682,26.646316811710353,0,0,12.8,-56.54571624389682,0.0,0.0
43.45169021702205,0.6525516299709851,-118.39998632060849,-66.5873598675312,0,0,12.8,-118.39998632060849,0.0,0.0
41.43595385175703,0.7664902998236337,-112.71441235316722,-54.05933233765812,0,0,12.8,-112.71441235316722,0.0,0.0
39.8670630477012,1.0017117958294444,-106.51570258895309,-39.79893539607387,0,0,12.8,-106.51570258895309,0.0,0.0
38.799261797737636,1.612910052910059,-99.89392066973538,-24.055440492626904,0,0,12.8,-99.89392066973538,0.0,0.0
38.27451203614409,5.231922398589141,-92.99530328760271,-7.315573343837311,0,0,12.8,-92.99530328760271,0.0,0.0
38.31513255511522,3.9322751322750853,-86.00908690157017,9.743756798865531,0,0,12.8,-86.00908690157017,0.0,0.0
38.91935314702336,1.4753727753727686,-79.13918537836263,26.37933530879338,0,0,12.8,-79.13918537836263,0.0,0.0
40.06168083848879,0.9553203997648418,-72.57013718233212,41.93533483462745,0,0,12.8,-72.57013718233212,0.0,0.0
41.69791420901911,0.7451640211640198,-66.44055910310261,55.958034774522325,0,0,12.8,-66.44055910310261,0.0,0.0
43.77270134131605,0.641534391534391,-60.832386620422156,68.23126229697931,0,0,12.8,-60.832386620422156,0.0,0.0
46.22702966452573,0.5870709537376201,-55.775187392283456,78.74181028752787,0,0,12.8,-55.775187392283456,0.0,0.0
49.003905110198986,0.5593282723717505,-51.25903630512221,87.61206527680967,0,0,12.8,-51.259036305122216,0.0,0.0
52.051731153242024,0.5477188779075574,-47.24913144502477,95.0336628017908,0,0,12.8,-47.24913144502477,0.0,0.0
55.325746914117126,0.5465961199294533,-43.69804732742111,101.21869676143652,0,0,12.8,-43.698047327421115,0.0,0.0
58.78817383382521,0.5526731422253811,-40.55431164650432,106.37060016542524,0,0,12.8,-40.55431164650431,0.0,0.0
62.40766018192572,0.563906763906764,-37.76762129172235,110.67017488771276,0,0,12.8,-37.76762129172234,0.0,0.0
66.15843311026146,0.5789600888366322,-35.29158263426393,114.27114646745483,0,0,12.8,-35.29158263426394,0.0,0.0
70.01939766509503,0.5969215969215969,-33.08485292873499,117.30082815933326,0,0,12.8,-33.08485292873498,0.0,0.0
73.97330182380699,0.6171484266221107,-31.11134966133787,119.86306475525046,0,0,12.8,-31.111349661337865,0.0,0.0
78.00601432969727,0.6391741881937959,-29.339970868156485,122.04187179418147,0,0,12.8,-29.339970868156474,0.0,0.0
82.10592375735979,0.6626522984321149,-27.74409568027366,123.90498599586627,0,0,12.8,-27.74409568027366,0.0,0.0
86.26344947919354,0.6873198321474182,-26.3010171958189,125.5069989900881,0,0,12.8,-26.3010171958189,0.0,0.0
90.19680772781363,1.2227798356841473,-13.802636968775488,73.76373497142957,0,0,12.8,-13.802636968775476,0.0,0.0
92.66546057633794,1.2463820955449498,-12.96672979484589,74.34755433952398,0,0,12.8,-12.966729794845875,0.0,0.0
95.15281134242798,1.2706294756948915,-12.17436342963643,74.88635606409972,0,0,12.8,-12.174363429636436,0.0,0.0
97.65743131946863,1.2954598821384111,-11.422502972008488,75.38437327620355,0,0,12.8,-11.422502972008484,0.0,0.0
100.17802523743401,1.3208189420342156,-10.708359972344994,75.84538807654299,0,0,12.8,-10.708359972344999,0.0,0.0
102.71341709841704,1.3466588397575625,-10.029371778767768,76.27278273159995,0,0,12.8,-10.029371778767763,0.0,0.0
105.26253762189569,1.3729373573519226,-9.38318228123407,76.66958514765939,0,0,12.8,-9.383182281234077,0.0,0.0
107.82441311769246,1.3996170786876987,-8.76762408592839,77.03850914622319,0,0,12.8,-8.767624085928391,0.0,0.0
110.39815562207009,1.426664725644158,-8.180702102952665,77.38199006232797,0,0,12.8,-8.18070210295267,0.0,0.0
112.98295414946892,1.4540506014502614,-7.620578497812517,77.70221616550373,0,0,12.8,-7.620578497812523,0.0,0.0
114.66684799213154,460.55823313835225,-90.10189389171596,-0.2489736144998747,0,0,12.8,-90.10189389171596,0.0,0.0
103.99270632981052,0.7987109020524648,158.43557737742407,-130.20068470654175,0,0,12.8,158.43557737742407,0.0,0.0
99.66744357947323,0.7708478868332995,157.44950092842396,-129.29586405031802,0,0,12.8,157.449500928424,0.0,0.0
95.37437394338326,0.7435691709190314,156.37430944162327,-128.26563778256582,0,0,12.8,156.37430944162327,0.0,0.0
91.11804791627553,0.7169736519257465,155.19822166170843,-127.08702428818428,0,0,12.8,155.19822166170846,0.0,0.0
86.90386448604352,0.6911838810044801,153.9074822100141,-125.731902717043,0,0,12.8,153.90748221001414,0.0,0.0
82.73826336526592,0.6663535841394728,152.48599024220096,-124.165706217539,0,0,12.8,152.48599024220096,0.0,0.0
78.62896630598136,0.6426782482831753,150.91486499726568,-122.34577180109581,0,0,12.8,150.9148649972657,0.0,0.0
74.58528015332351,0.6204103355223559,149.17194827655624,-120.21927405597822,0,0,12.8,149.17194827655626,0.0,0.0
70.6184766495845,0.5998816712731321,147.23125490670066,-117.72067731242817,0,0,12.8,147.23125490670066,0.0,0.0
66.74226568390995,0.5815372897375107,145.06240360490528,-114.76867754092862,0,0,12.8,145.06240360490528,0.0,0.0
62.973378252170114,0.5659882149938149,142.63009956730684,-111.26270226820586,0,0,12.8,142.63009956730681,0.0,0.0
