dist,ttc,heading_err,approach_speed,ammo,mines,threat_density,threat_angle,session_id,thrust,turn_rate
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.5,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.5,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.5,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175848,0.0,0.33203125
279.99999999999994,279999999.99999994,54.0234375,0.0,0,0,2.4,59.99999999999999,20251209-175848,-0.3359375,0.79296875
279.9985043296848,3140.341371288805,-11.97661633753853,-0.089161804792825,0,0,2.3,-5.3837538519658574e-05,20251209-175848,-0.63671875,0.76171875
279.96551937047724,128.12207149098074,177.02328134585753,-2.185146681695555,0,0,2.3,-165.00015615414245,20251209-175848,-0.85546875,0.50390625
279.8286472274053,46.5953609069842,171.02011429681363,-6.005504448951735,0,0,2.3,-165.00332320318634,20251209-175848,-0.96875,0.21875
279.5489779867501,25.804857779259915,-177.9042855326302,-10.833191966337107,0,0,2.3,-149.9902230326302,20251209-175848,-0.94921875,-0.2734375
279.1123942755616,18.200852112343146,-172.9750414578035,-15.335127858452182,0,0,2.3,-149.9828539578035,20251209-175848,-0.41015625,-0.859375
278.5976521085804,17.95320705569632,-166.95629823676677,-15.517988025442227,0,0,2.3,-149.96411073676677,20251209-175848,0.28515625,-0.94921875
278.1504455474422,25.173002063891065,-176.03089342869418,-11.049553996042047,0,0,2.3,-165.03870592869418,20251209-175848,0.5625,-0.8203125
277.89929927585683,68.87183228167162,-170.02498551398958,-4.035021140998629,0,0,2.3,-165.03279801398958,20251209-175848,0.78515625,-0.60546875
277.8827497258176,163.16954922218923,-164.0245557475332,1.7030306883266713,0,0,2.3,-165.03236824753324,20251209-175848,0.9453125,-0.30078125
278.01058002667304,47.00075951853232,-158.6196627671203,5.915023137382576,0,0,2.3,-165.04153776712033,20251209-175848,0.8359375,0.52734375
278.25546101678395,31.978076031350252,-149.54307178137537,8.701444725567338,0,0,2.3,-149.96494678137537,20251209-175848,0.3828125,0.91796875
278.5579469269467,29.52326565870311,-155.57537790262992,9.435201042701424,0,0,2.3,-149.99725290262992,20251209-175848,0.0,1
278.837735111735,38.18441244636286,-161.59810632346108,7.302396900919051,0,0,2.3,-150.01998132346108,20251209-175848,0.0,0.9921875
279.0345815742791,62.51689777899513,-152.557821411729,4.463346574884449,0,0,2.3,-134.979696411729,20251209-175848,-0.1796875,0.984375
279.1253105162516,304.4338166492514,-158.5665509798522,0.9168669682903243,0,0,2.3,-134.9884259798522,20251209-175848,-0.23046875,0.97265625
279.1287156188867,279128715.6188867,-164.5668191304939,-0.0,0,0,2.3,-134.9886941304939,20251209-175848,-0.2734375,0.95703125
279.1380293824106,496.1562719098157,-170.5672057540779,0.5626010295263352,0,0,2.3,-134.9890807540779,20251209-175848,-0.3203125,0.9453125
279.1390740171214,279139074.01712143,-176.56724052149895,-0.0,0,0,2.3,-134.98911552149895,20251209-175848,-0.3828125,0.91796875
279.1346051117157,1041.702687872727,177.4327503954633,-0.2679599547561307,0,0,2.3,-134.9891246045367,20251209-175848,-0.53125,0.83984375
279.10243378735225,168.56132499633176,171.4320222977351,-1.6557916461170799,0,0,2.3,-134.9898527022649,20251209-175848,-0.65234375,0.75
279.00981059683903,71.9069630513013,165.42798667709735,-3.880150110049597,0,0,2.3,-134.99388832290262,20251209-175848,-0.79296875,0.59765625
278.82857266696885,40.13050854998998,159.41597847949197,-6.948044835256353,0,0,2.3,-135.00589652050803,20251209-175848,-0.9453125,0.30859375
278.5320064406149,25.85549913157223,153.83466132866232,-10.772640861552683,0,0,2.3,-135.03252617133768,20251209-175848,-0.999969482421875,0.0
