dist,ttc,heading_err,approach_speed,ammo,mines,threat_density,threat_angle,thrust,turn_rate
142.17775361765828,56.14674323555797,-8.589126455069447,-2.532252904165179,0,0,1.5,171.41087354493055,100.30178310498894,-2.705302825193485
142.0965054450729,60.67624258538222,-9.194800893027576,-2.341880436072124,0,0,1.5,170.71502234613263,96.16738691189519,-3.078336527223745
142.02394194389666,70.61334846733601,-9.78953790140099,-2.0112902875522667,0,0,1.5,170.0176741201851,91.924322210808,-3.489493539758173
141.9647794294554,92.30672576536259,-10.371805161425186,-1.5379678810222368,0,0,1.5,169.31909040883562,87.60370951926767,-3.939720685308416
141.92379782861298,100.0,-10.939969699041825,-0.9206086992511416,0,0,1.5,168.61960184837537,83.2422012555091,-4.42927075699369
141.90579775497136,100.0,-11.492323623570798,-0.15927263380834183,0,0,1.5,167.91960556527994,78.87914630698322,-4.957590827006406
141.9155541231715,100.0,-12.027115220005555,0.7445625970613757,0,0,1.5,167.2195609412783,74.55736045475703,-5.523263927533083
141.95776767807678,79.39784655979166,-12.542583634744346,1.7879296961936304,0,0,1.5,166.51998372895508,70.32301823748101,-6.12393345884207
142.03701429180103,47.88341074974113,-13.036997775501646,2.966309460162441,0,0,1.5,165.82143847290305,66.2230987543933,-6.75638526694495
142.15769363631236,33.263724432152806,-13.50869403752074,4.273655342662181,0,0,1.5,165.12452936865247,62.304470336248905,-7.416599256847036
142.32397918948536,24.958397503493575,-13.956113617819113,5.702448611516962,0,0,1.5,164.42988981312587,60.0,-8.099964955556961
142.53709276493825,20.581068524169257,-14.378036619269778,6.925641037419931,0,0,1.5,163.7379679798233,60.0,-8.818867621118018
142.79281152785475,16.966390592180456,-14.773256427856069,8.416216210044446,0,0,1.5,163.04878591719975,60.0,-9.543742298178593
143.06746360341558,16.60679511481917,-15.14315871087328,8.614995404847772,0,0,1.5,162.36075889090992,60.0,-10.362062038498749
143.37934005985755,14.201270292032987,-15.483003492565757,10.096233443306433,0,0,1.5,161.6755120412675,60.0,-11.11495802230811
143.70993079919185,13.966871504200233,-15.796252938230595,10.289342946698852,0,0,1.5,160.99176399485904,60.0,-11.953510192562966
144.07744667980612,12.251296149164894,-16.07837576063099,11.760179896526877,0,0,1.5,160.31119083270656,60.0,-12.708863369013631
144.46341009910867,12.092996474520682,-16.33348653286376,11.946039213976917,0,0,1.5,159.63245128150666,60.0,-13.538215604462092
144.8859609777141,10.807926232175209,-16.55740479310049,13.405528300738066,0,0,1.5,158.95725916778787,60.0,-14.270166122168396
145.32664664209344,10.699483537269538,-16.754767229593597,13.582585190759607,0,0,1.5,158.28422452722248,60.0,-15.061447821713278
145.80354659759794,9.700908924452996,-16.921857531380482,15.029885110051103,0,0,1.5,157.61508596471182,60.0,-15.74723207189863
146.2982248269303,9.627009186440725,-17.063619877208907,15.196643318153862,0,0,1.5,156.94841588315344,60.0,-16.475406867792334
146.82871160715263,8.828613246264236,-17.176890238078954,16.63100506404923,0,0,1.5,156.28596529335698,60.0,-17.098104408182824
147.37657914576963,8.779705362069427,-17.266639174584384,16.78605067801867,0,0,1.5,155.62627954324546,60.0,-17.744216764790586
147.95981978099036,8.126621695819301,-17.330334250397982,18.206805400712515,0,0,1.5,154.97111057527218,60.0,-18.293934955980895
148.56000584063807,8.096429680495348,-17.37266047128341,18.348829262177823,0,0,1.5,154.31898652252073,63.56006163017214,-18.846058985860278
149.1932174274546,7.595492151277952,-17.391965445850303,19.642337119965642,0,0,1.5,153.6714795817585,66.67047357712546,-19.32193356742042
149.8442608424123,7.536126038147111,-17.391985207243692,19.883460027594516,0,0,1.5,153.02739536811777,70.9291934020546,-19.773456310653025
150.52447889196955,7.192423526446778,-17.372394092158373,20.92820011759403,0,0,1.5,152.38787127284797,74.74740279137289,-20.17361362314008
151.2252523720867,7.070368112437303,-17.335522997793163,21.388596741670383,0,0,1.5,151.75228857977518,79.19806058803798,-20.530769554791778
151.9510050280697,6.858471073618838,-17.28229026542769,22.155230137595886,0,0,1.5,151.12116232698094,83.54148053921007,-20.850187422512914
152.6990469912906,6.711797613318812,-17.214061224846603,22.750841993250273,0,0,1.5,150.49438512014493,88.08717830714457,-21.12615680502348
153.46523230305777,6.609463297621337,-17.132528871019332,23.21901573434684,0,0,1.5,149.87171224713808,92.74057471410337,-21.359112219648182
154.2444275643665,6.554814913247661,-17.039464318697185,23.531469554179107,0,0,1.5,149.2528063921386,97.48002985241212,-21.54808864334597
155.0313979524375,6.545399647779144,-16.93668466866515,23.685551119103888,0,0,1.5,148.63731642072577,102.29298384731761,-21.693985005477888
155.8208265297337,6.580552921569928,-16.825987301476374,23.678986915974743,0,0,1.5,148.0248809543986,107.19070769231793,-21.798865842937886
156.60731438957933,6.661551920160093,-16.709109618204792,23.509133647316176,0,0,1.5,147.41512977623893,112.19590773636067,-21.866222645130364
157.38536241866623,6.791866353733522,-16.58768210758612,23.172623579695546,0,0,1.5,146.8076831986866,117.32536169315696,-21.90072397069597
158.14935044186402,6.977517308785773,-16.46319037311025,22.665561895880867,0,0,1.5,146.20215080080592,122.5731636827914,-21.908378730993967
158.8935318231693,7.2276054403894445,-16.336930785322636,21.984256491816417,0,0,1.5,145.5981310975604,127.90103071038465,-21.896569945327037
159.61205751024173,7.555151645474212,-16.20996288777883,21.126254640547774,0,0,1.5,144.99521333026,133.24108934515252,-21.8738428852915
160.2990330971218,7.9785346793096945,-16.083066412468355,20.09128737797138,0,0,1.5,144.39298170939406,138.51008435079476,-21.84975942027019
160.94859972120696,8.524027445570617,-15.956701355050683,18.881755220631238,0,0,1.5,143.79102145280274,143.63046851862686,-21.834454932010527
161.55501982073082,9.230378733664509,-15.830982386420374,17.502534238548265,0,0,1.5,143.1889252570327,148.54632328716207,-21.83759133169924
162.11274787511107,10.157269018680756,-15.705689124162546,15.96026920001441,0,0,1.5,142.5862988082339,150.0,-21.868077767103404
162.61820042726785,11.31965220013726,-15.580156830847073,14.366006795270263,0,0,1.5,141.98289517597925,150.0,-21.928438007038597
163.07041974938798,12.773545641812737,-15.453437303313478,12.766261171494598,0,0,1.5,141.37866676994489,150.0,-22.01481562775435
163.46921976858954,14.646688913468477,-15.324650060460897,11.160831006540334,0,0,1.5,140.77362682520567,150.0,-22.12326413453269
163.81440733464626,17.15425094788342,-15.193042770779016,9.549493465633283,0,0,1.5,140.16779197706978,150.0,-22.250030373375058
164.10578161154788,20.68905193403876,-15.057984222102732,7.932010714398763,0,0,1.5,139.56118284663356,150.0,-22.39154908655825
164.34313367975776,26.052566473269454,-14.918957658339252,6.308136046726056,0,0,1.5,138.9538244408451,150.0,-22.544584557112803
164.5262463245017,35.17307628990441,-14.775549551902174,4.677618897148471,0,0,1.5,138.34574639537843,150.0,-22.70620081130485
164.6548939818307,54.15906536848803,-14.6274394965495,3.0402092957393183,0,0,1.5,137.73698309035427,150.0,-22.873633495891788
164.72884283378372,100.0,-14.474394488958524,1.3956623729049433,0,0,1.5,137.12757364808218,150.0,-23.044563855531567
164.74785102061318,100.0,-14.31625416420664,-0.2562591609449623,0,0,1.5,136.51756184431633,150.0,-23.216543933643486
164.71166897715466,85.97629751233931,-14.152935287801228,-1.915779973585339,0,0,1.5,135.90699592293362,150.0,-23.38790817766469
164.62003984423447,45.94330413062417,-13.984405909419792,-3.583112772564057,0,0,1.5,135.29592836205956,150.0,-23.556870906375735
164.4726999299561,31.277763997998157,-13.810689628882216,-5.258454534681018,0,0,1.5,134.6844156123846,150.0,-23.722315559483466
164.2693792092796,23.663160647253285,-13.63184357171275,-6.941988082574559,0,0,1.5,134.07251781757128,150.0,-23.882976468703838
164.00980184496436,18.996073437647322,-13.447963644532479,-8.63387912156214,0,0,1.5,133.4602985291281,150.0,-24.038003264814233
163.69368674170866,15.839877549618256,-13.2591709977346,-10.334277283958784,0,0,1.5,132.84782440043216,150.0,-24.186489406286633
163.32074811060332,13.561113045726964,-13.0656142054099,-12.043314406413332,0,0,1.5,132.23516487921398,150.0,-24.327996706503793
162.89069602401537,11.83703442600053,-12.867453942863023,-13.76110689229891,0,0,1.5,131.62239191821072,150.0,-24.462019278753576
162.4032369480713,10.485912313840737,-12.664865504061993,-15.487754626148206,0,0,1.5,131.00957971438663,150.0,-24.588179385305295
161.8580742856294,9.397600036939329,-12.458034801639286,-17.22334145413837,0,0,1.5,130.39680443729915,150.0,-24.706325156908083
161.2549088856434,8.50144700357194,-12.247151072013594,-18.967936730993095,0,0,1.5,129.7841439950279,150.0,-24.816345636635138
