dist,ttc,heading_err,approach_speed,ammo,mines,threat_density,threat_angle,session_id,thrust,turn_rate
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.6,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.5,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.5,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.5,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.4,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.3,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.3,59.99999999999999,20251209-175913,0.0,0.0
279.99999999999994,279999999.99999994,60.0,0.0,0,0,2.3,59.99999999999999,20251209-175913,0.0,0.21875
279.99999999999994,279999999.99999994,56.0625,0.0,0,0,2.3,59.99999999999999,20251209-175913,0.0,0.515625
279.99999999999994,279999999.99999994,50.0625,0.0,0,0,2.3,59.99999999999999,20251209-175913,-0.1953125,0.88671875
279.98109170045626,249.02242837365588,-15.93846028170347,-1.1243207831880395,0,0,2.3,-0.0009602817034833023,20251209-175913,-0.28125,0.95703125
279.97655991015057,279976559.9101506,-21.93873364343665,0.0,0,0,2.3,-0.001233643436649509,20251209-175913,-0.296875,0.953125
279.9701941287735,717.1889604621434,2.0639244773919643,-0.390371589027759,0,0,2.3,30.001424477391964,20251209-175913,-0.30078125,0.94921875
279.9696829897803,279969682.98978037,-3.9360720400607647,0.0,0,0,2.3,30.001427959939242,20251209-175913,-0.3125,0.9453125
279.9652136948518,1049.459068660434,-9.936199547332762,-0.2667709699742831,0,0,2.3,30.00130045266725,20251209-175913,-0.31640625,0.9453125
279.96497730956156,279964977.30956155,-15.936208114574441,0.0,0,0,2.3,30.001291885425548,20251209-175913,-0.3125,0.9453125
279.960735224093,1114.3845024637899,-21.936523010217314,-0.2512245410853512,0,0,2.3,30.00097698978268,20251209-175913,-0.27734375,0.8828125
279.96049881623964,279960498.81623966,-27.93654260666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.29296875
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
279.96049881623964,279960498.81623966,-33.20998010666841,0.0,0,0,2.3,30.0009573933316,20251209-175913,0.0,0.0
