episode,total_episodes,scenario,reward,hits,deaths,steps,std,log_std_0,log_std_1,entropy,ratio,total_loss,policy_loss,value_loss,skipped,ppo_update_count,pool_episodes,adv_std_spread,learning_rate,policy_frozen,det_train_avg,det_all_avg,det_total_hits,det_total_deaths,best_reward_so_far
1,5000,spiral_arms,113.438337,18,3,95,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
2,5000,asteroid_rain,189.375569,29,3,333,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
3,5000,crossing_lanes,681.270966,103,9,727,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
4,5000,vertical_wall_left,191.074344,29,3,276,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
5,5000,vertical_wall_left,184.035642,28,3,209,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
6,5000,asteroid_rain,64.102559,11,3,260,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
7,5000,spiral_arms,120.600948,19,3,100,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,322.372069
8,5000,crossing_lanes,548.696455,84,9,885,0.352021,-1.044065,-1.044065,0.787517,0.999362,5.926212,0.136681,5.797406,0,1,8,6.606116,0.0000500000,0,,,,,322.372069
9,5000,donut_ring,548.891539,81,0,1801,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,322.372069
10,5000,donut_ring,534.413669,78,0,1801,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,340.660200,297.318346,363,22,340.660200
11,5000,vertical_wall_left,135.151769,21,3,126,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,340.660200
12,5000,four_corner,276.848239,41,1,2101,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,340.660200
13,5000,spiral_arms,106.582108,17,3,97,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,340.660200
14,5000,asteroid_rain,217.949862,33,3,258,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,340.660200
15,5000,vertical_wall_left,100.659432,16,3,258,0.352021,-1.044065,-1.044065,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,340.660200
16,5000,four_corner,279.447625,41,1,2101,0.347007,-1.058409,-1.058409,0.749747,0.999959,5.277734,0.074657,5.210574,0,2,8,2.288953,0.0000250000,0,,,,,340.660200
17,5000,vertical_wall_left,114.135249,18,3,246,0.347007,-1.058409,-1.058409,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,340.660200
18,5000,crossing_lanes,284.226575,46,9,265,0.347007,-1.058409,-1.058409,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,340.660200
19,5000,asteroid_rain,169.706770,26,3,140,0.347007,-1.058409,-1.058409,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,340.660200
20,5000,vertical_wall_left,322.927469,48,3,474,0.347007,-1.058409,-1.058409,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,350.145963,305.597672,373,23,350.145963
