episode,total_episodes,scenario,reward,hits,deaths,steps,std,log_std_0,log_std_1,entropy,ratio,total_loss,policy_loss,value_loss,skipped,ppo_update_count,pool_episodes,adv_std_spread,learning_rate,policy_frozen,det_train_avg,det_all_avg,det_total_hits,det_total_deaths,best_reward_so_far
1,5000,spiral_arms,294.929530,44,3,226,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
2,5000,asteroid_rain,183.133683,28,3,269,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
3,5000,vertical_wall_left,204.550404,31,3,351,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
4,5000,vertical_wall_left,107.353062,17,3,247,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
5,5000,donut_ring,438.250250,65,0,1801,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
6,5000,vertical_wall_left,100.194670,16,3,85,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
7,5000,crossing_lanes,256.041105,42,9,308,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
8,5000,donut_ring,527.578523,78,1,1801,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
9,5000,asteroid_rain,378.116318,56,3,750,0.358732,-1.025180,-1.025180,0.837877,1.000020,6.171457,0.118059,6.061776,0,1,9,2.869250,0.0000500000,0,,,,,-inf
10,5000,four_corner,272.982934,40,0,2101,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,302.370852,301.760859,368,24,302.370852
11,5000,vertical_wall_left,176.902290,27,3,160,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
12,5000,asteroid_rain,43.417565,8,3,130,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
13,5000,vertical_wall_left,294.866913,44,3,548,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
14,5000,stock,217.781266,33,3,263,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
15,5000,asteroid_rain,253.161324,38,3,297,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
16,5000,four_corner,496.353487,73,2,2101,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
17,5000,donut_ring,356.420918,53,0,1801,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,302.370852
18,5000,crossing_lanes,735.603739,111,9,965,0.351957,-1.044245,-1.044245,0.787517,1.000020,3.452103,0.147621,3.312357,0,2,9,6.983193,0.0000250000,0,,,,,302.370852
19,5000,vertical_wall_left,135.898853,21,3,238,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
20,5000,four_corner,362.379395,55,3,1777,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,298.812968,266.622789,326,23,302.370852
21,5000,four_corner,344.627489,50,0,2101,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
22,5000,donut_ring,475.109673,70,0,1801,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
23,5000,donut_ring,425.749559,63,0,1801,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
24,5000,stock,189.847114,29,3,234,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
25,5000,spiral_arms,127.399499,20,3,92,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
26,5000,stock,329.419042,49,3,280,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
27,5000,spiral_arms,120.470335,19,3,88,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,302.370852
28,5000,crossing_lanes,220.844129,37,9,321,0.346898,-1.058724,-1.058724,0.749387,1.000011,5.381020,0.122801,5.265714,0,3,10,2.455264,0.0000500000,0,,,,,302.370852
