episode,total_episodes,scenario,reward,hits,deaths,steps,std,log_std_0,log_std_1,entropy,ratio,total_loss,policy_loss,value_loss,skipped,ppo_update_count,pool_episodes,adv_std_spread,learning_rate,policy_frozen,det_train_avg,det_all_avg,det_total_hits,det_total_deaths,best_reward_so_far
1,5000,crossing_lanes,159.069457,28,9,158,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
2,5000,crossing_lanes,368.139868,58,9,422,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
3,5000,four_corner,314.269333,47,0,2101,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
4,5000,four_corner,575.449023,85,3,1557,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
5,5000,asteroid_rain,182.750111,28,3,262,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
6,5000,vertical_wall_left,155.713526,24,3,268,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
7,5000,spiral_arms,273.402622,41,3,163,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
8,5000,spiral_arms,127.446098,20,3,88,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
9,5000,asteroid_rain,155.516047,24,3,265,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
10,5000,asteroid_rain,351.482868,52,3,466,0.358732,-1.025180,-1.025180,0.837877,0.999969,7.176336,0.120195,7.064520,0,1,10,2.710954,0.0000250000,0,322.372069,281.316742,343,21,322.372069
11,5000,asteroid_rain,106.483054,17,3,141,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,322.372069
12,5000,donut_ring,643.459194,93,0,1801,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,322.372069
13,5000,crossing_lanes,506.624519,78,9,632,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,322.372069
14,5000,spiral_arms,99.612066,16,3,98,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,322.372069
15,5000,stock,301.479291,45,3,290,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,322.372069
