episode,total_episodes,scenario,reward,hits,deaths,steps,std,log_std_0,log_std_1,entropy,ratio,total_loss,policy_loss,value_loss,skipped,ppo_update_count,pool_episodes,adv_std_spread,learning_rate,policy_frozen,det_train_avg,det_all_avg,det_total_hits,det_total_deaths,best_reward_so_far
1,5000,vertical_wall_left,96.443450,16,3,167,0.326464,-1.119435,-1.119435,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,359.886988
2,5000,stock,269.273524,41,3,278,0.326464,-1.119435,-1.119435,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,359.886988
3,5000,donut_ring,493.373705,74,1,1801,0.326464,-1.119435,-1.119435,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,359.886988
4,5000,asteroid_rain,220.898200,34,3,304,0.326464,-1.119435,-1.119435,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,359.886988
5,5000,crossing_lanes,140.935604,26,9,164,0.326464,-1.119435,-1.119435,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,359.886988
6,5000,stock,339.152400,51,3,287,0.326464,-1.119435,-1.119435,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,359.886988
7,5000,crossing_lanes,721.724311,112,9,1373,0.327995,-1.114756,-1.114756,0.599007,0.999205,7.303899,0.111706,7.198183,0,1,7,2.848403,0.0000500000,0,,,,,359.886988
8,5000,spiral_arms,151.886456,24,3,154,0.327995,-1.114756,-1.114756,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,359.886988
9,5000,asteroid_rain,67.060505,12,3,271,0.327995,-1.114756,-1.114756,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,359.886988
10,5000,vertical_wall_left,173.623075,27,3,175,0.327995,-1.114756,-1.114756,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,318.974180,281.413367,359,26,359.886988
11,5000,vertical_wall_left,163.327385,26,3,306,0.327995,-1.114756,-1.114756,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,359.886988
12,5000,crossing_lanes,615.802642,95,9,666,0.327995,-1.114756,-1.114756,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,359.886988
13,5000,asteroid_rain,270.888580,41,3,283,0.327995,-1.114756,-1.114756,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,359.886988
14,5000,vertical_wall_left,145.699851,23,3,261,0.329089,-1.111427,-1.111427,0.608364,0.999957,8.231221,0.101045,8.136260,0,2,7,5.808166,0.0000500000,0,,,,,359.886988
15,5000,donut_ring,490.574016,74,0,1801,0.329089,-1.111427,-1.111427,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000500000,0,,,,,359.886988
16,5000,stock,249.153436,38,3,255,0.329089,-1.111427,-1.111427,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000500000,0,,,,,359.886988
17,5000,crossing_lanes,706.640656,109,9,953,0.329089,-1.111427,-1.111427,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000500000,0,,,,,359.886988
