episode,total_episodes,scenario,reward,hits,deaths,steps,std,log_std_0,log_std_1,entropy,ratio,total_loss,policy_loss,value_loss,skipped,ppo_update_count,pool_episodes,adv_std_spread,learning_rate,policy_frozen,det_train_avg,det_all_avg,det_total_hits,det_total_deaths,best_reward_so_far
1,5000,donut_ring,535.508373,79,2,1801,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
2,5000,donut_ring,414.086603,61,0,1801,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
3,5000,asteroid_rain,42.884958,8,3,268,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
4,5000,four_corner,266.457841,39,0,2101,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
5,5000,spiral_arms,169.293497,26,3,146,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
6,5000,crossing_lanes,567.934838,87,9,695,0.367879,-1.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.0000500000,0,,,,,-inf
7,5000,four_corner,313.948076,46,0,2101,0.358732,-1.025180,-1.025180,0.837877,1.000194,2.163578,0.130850,2.041107,0,1,7,8.313085,0.0000500000,0,,,,,-inf
8,5000,asteroid_rain,196.713724,30,3,305,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,-inf
9,5000,vertical_wall_left,100.493433,16,3,247,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000500000,0,,,,,-inf
10,5000,vertical_wall_left,121.165965,19,3,163,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,289.389123,253.500305,312,22,289.389123
11,5000,stock,218.094955,33,3,187,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,289.389123
12,5000,vertical_wall_left,219.132069,33,3,154,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,289.389123
13,5000,four_corner,364.872245,53,0,2101,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,289.389123
14,5000,crossing_lanes,255.729067,42,9,337,0.358732,-1.025180,-1.025180,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0.000000,0.0000250000,0,,,,,289.389123
15,5000,asteroid_rain,148.587731,23,3,146,0.351957,-1.044245,-1.044245,0.787517,1.000021,9.466518,0.079063,9.395330,0,2,8,2.645939,0.0000250000,0,,,,,289.389123
16,5000,donut_ring,537.922142,79,0,1801,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,289.389123
17,5000,stock,202.950727,31,3,289,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,289.389123
18,5000,crossing_lanes,592.160210,90,9,631,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,289.389123
19,5000,crossing_lanes,632.257897,96,9,817,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,289.389123
20,5000,vertical_wall_left,121.934342,19,3,235,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,279.127945,244.521833,303,24,289.389123
21,5000,vertical_wall_left,233.629893,35,3,281,0.351957,-1.044245,-1.044245,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0.000000,0.0000250000,0,,,,,289.389123
22,5000,donut_ring,480.857280,71,0,1801,0.346898,-1.058724,-1.058724,0.749387,1.000018,3.174700,0.153949,3.028245,0,3,7,3.152532,0.0000250000,0,,,,,289.389123
23,5000,spiral_arms,169.072112,26,3,168,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
24,5000,donut_ring,510.664038,75,0,1801,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
25,5000,spiral_arms,482.822901,71,3,375,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
26,5000,spiral_arms,99.668500,16,3,40,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
27,5000,stock,238.578015,36,3,228,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
28,5000,stock,287.644954,43,3,275,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
29,5000,donut_ring,292.675454,45,0,1801,0.346898,-1.058724,-1.058724,0.000000,1.000000,0.000000,0.000000,0.000000,0,3,0,0.000000,0.0000250000,0,,,,,289.389123
30,5000,four_corner,306.111908,44,0,2101,0.343090,-1.069763,-1.069763,0.720429,0.999941,10.092431,0.069108,10.030527,0,4,8,3.581653,0.0000250000,0,331.301050,290.173760,355,23,331.301050
31,5000,vertical_wall_left,163.177497,25,3,165,0.343090,-1.069763,-1.069763,0.000000,1.000000,0.000000,0.000000,0.000000,0,4,0,0.000000,0.0000250000,0,,,,,331.301050
32,5000,spiral_arms,231.791341,35,3,172,0.343090,-1.069763,-1.069763,0.000000,1.000000,0.000000,0.000000,0.000000,0,4,0,0.000000,0.0000250000,0,,,,,331.301050
33,5000,crossing_lanes,584.616601,89,9,663,0.343090,-1.069763,-1.069763,0.000000,1.000000,0.000000,0.000000,0.000000,0,4,0,0.000000,0.0000250000,0,,,,,331.301050
34,5000,crossing_lanes,623.621157,95,9,959,0.343090,-1.069763,-1.069763,0.000000,1.000000,0.000000,0.000000,0.000000,0,4,0,0.000000,0.0000250000,0,,,,,331.301050
35,5000,vertical_wall_left,156.263946,24,3,453,0.343090,-1.069763,-1.069763,0.000000,1.000000,0.000000,0.000000,0.000000,0,4,0,0.000000,0.0000250000,0,,,,,331.301050
36,5000,four_corner,576.895731,84,2,2101,0.343090,-1.069763,-1.069763,0.000000,1.000000,0.000000,0.000000,0.000000,0,4,0,0.000000,0.0000250000,0,,,,,331.301050
37,5000,vertical_wall_left,217.946142,33,3,419,0.340200,-1.078223,-1.078223,0.698350,1.000012,4.769306,0.144018,4.632271,0,5,7,3.167586,0.0000250000,0,,,,,331.301050
38,5000,stock,343.401556,51,3,278,0.340200,-1.078223,-1.078223,0.000000,1.000000,0.000000,0.000000,0.000000,0,5,0,0.000000,0.0000250000,0,,,,,331.301050
39,5000,asteroid_rain,43.401749,8,3,131,0.340200,-1.078223,-1.078223,0.000000,1.000000,0.000000,0.000000,0.000000,0,5,0,0.000000,0.0000250000,0,,,,,331.301050
